dt,cos,sin,angle,angular_velocity
0.010,-0.957393,-0.288788,-2.848632,5.516757
0.011,-0.939470,-0.342632,-2.791875,5.340497
0.010,-0.922120,-0.386903,-2.744322,4.752137
0.011,-0.901362,-0.433067,-2.693700,4.759633
0.011,-0.882657,-0.470017,-2.652283,3.898478
0.011,-0.865529,-0.500859,-2.617001,3.322422
0.010,-0.845689,-0.533676,-2.578652,3.832103
0.011,-0.828062,-0.560637,-2.546438,3.031637
0.011,-0.813162,-0.582038,-2.520360,2.454309
0.011,-0.800476,-0.599365,-2.498885,2.021474
0.011,-0.792125,-0.610359,-2.485079,1.299575
0.010,-0.785525,-0.618829,-2.474341,1.073128
0.011,-0.780756,-0.624836,-2.466671,0.722277
0.010,-0.782669,-0.622438,-2.469739,-0.306795
0.011,-0.789308,-0.613998,-2.480477,-1.010511
0.010,-0.796783,-0.604266,-2.492749,-1.183029
0.010,-0.803225,-0.595675,-2.503487,-1.073771
0.010,-0.819365,-0.573273,-2.531098,-2.760270
0.011,-0.834879,-0.550433,-2.558710,-2.599136
0.010,-0.849758,-0.527174,-2.586322,-2.760820
0.011,-0.868585,-0.495539,-2.623137,-3.464521
0.010,-0.886946,-0.461873,-2.661487,-3.831339
0.011,-0.905309,-0.424752,-2.702904,-3.898483
0.011,-0.926222,-0.376980,-2.755059,-4.907890
0.010,-0.942070,-0.335417,-2.799545,-4.444398
0.010,-0.959147,-0.282908,-2.854768,-5.389125
0.011,-0.974346,-0.225055,-2.914593,-5.625657
0.011,-0.986814,-0.161857,-2.979021,-6.063532
0.010,-0.994244,-0.107143,-3.034244,-5.516782
0.011,-0.999079,-0.042908,-3.098671,-6.060678
0.010,-0.999904,0.013835,3.127757,-5.672681
0.010,-0.997174,0.075124,3.066397,-6.130252
0.011,-0.990269,0.139169,3.001971,-6.061796
0.010,-0.981373,0.192110,2.948281,-5.365832
0.011,-0.967359,0.253411,2.885388,-5.917147
0.010,-0.952366,0.304958,2.831699,-5.365249
0.010,-0.935715,0.352757,2.781077,-5.059989
0.011,-0.916053,0.401058,2.728922,-4.909763
0.010,-0.895953,0.444149,2.681369,-4.751611
0.011,-0.876056,0.482210,2.638417,-4.042400
0.010,-0.860070,0.510176,2.606203,-3.219526
0.011,-0.839044,0.544064,2.566320,-3.752755
0.011,-0.822833,0.568284,2.537174,-2.744032
0.010,-0.809540,0.587065,2.514165,-2.300035
0.010,-0.796747,0.604313,2.492689,-2.069400
0.010,-0.793024,0.609191,2.486553,-0.613526
0.011,-0.786437,0.617671,2.475815,-1.011175
0.010,-0.780719,0.624883,2.466611,-0.919828
0.010,-0.784538,0.620081,2.472747,0.613590
0.011,-0.790212,0.612834,2.481951,0.866317
0.011,-0.798597,0.601866,2.495757,1.300436
0.010,-0.806830,0.590784,2.509563,1.380133
0.010,-0.822833,0.568284,2.537174,2.759116
0.011,-0.836531,0.547919,2.561718,2.311948
0.010,-0.854542,0.519382,2.595465,3.290867
0.011,-0.874572,0.484895,2.635349,3.751698
0.011,-0.895953,0.444149,2.681369,4.332170
0.010,-0.912950,0.408072,2.721252,3.984865
0.011,-0.932982,0.359923,2.773407,4.908375
0.011,-0.951426,0.307878,2.828631,5.194860
0.010,-0.966182,0.257860,2.880786,5.213139
0.010,-0.979564,0.201134,2.939077,5.825843
0.011,-0.989618,0.143725,2.997369,5.483663
0.011,-0.996818,0.079713,3.061795,6.060084
0.010,-0.999857,0.016903,3.124689,6.133692
0.010,-0.999379,-0.035244,-3.106341,5.211084
0.011,-0.995036,-0.099514,-3.041914,6.061841
0.011,-0.986814,-0.161857,-2.979021,5.917126
0.010,-0.975709,-0.219072,-2.920729,5.825818
0.010,-0.963374,-0.268162,-2.870108,5.057439
0.011,-0.945617,-0.325282,-2.810283,5.628857
0.010,-0.929652,-0.368439,-2.764263,4.598928
0.011,-0.910454,-0.413611,-2.715176,4.619451
0.010,-0.892547,-0.450954,-2.673759,4.038775
0.011,-0.873110,-0.487524,-2.632341,3.895545
0.011,-0.855369,-0.518019,-2.597059,3.322105
0.010,-0.838241,-0.545300,-2.564846,3.220164
0.011,-0.825473,-0.564442,-2.541836,2.166255
0.010,-0.813162,-0.582038,-2.520360,2.146103
0.011,-0.803225,-0.595675,-2.503487,1.588198
0.011,-0.794925,-0.606707,-2.489681,1.300193
0.010,-0.793994,-0.607926,-2.488147,0.153321
0.010,-0.792125,-0.610359,-2.485079,0.306792
0.010,-0.793994,-0.607926,-2.488147,-0.299251
0.011,-0.801394,-0.598137,-2.500419,-1.155845
0.010,-0.808674,-0.588257,-2.512691,-1.226668
0.011,-0.821994,-0.569496,-2.535700,-2.164797
0.010,-0.835723,-0.549152,-2.560244,-2.453639
0.011,-0.852175,-0.523258,-2.590924,-2.890584
0.010,-0.867061,-0.498202,-2.620069,-2.913262
0.010,-0.886236,-0.463233,-2.659953,-3.986506
0.011,-0.903345,-0.428914,-2.698302,-3.608152
0.011,-0.922713,-0.385488,-2.745856,-4.476868
0.010,-0.942070,-0.335417,-2.799545,-5.235457
0.010,-0.956503,-0.291724,-2.845564,-4.597575
0.011,-0.972233,-0.234013,-2.905390,-5.627774
0.011,-0.983943,-0.178484,-2.962147,-5.340496
0.010,-0.992670,-0.120858,-3.020438,-5.825843
0.011,-0.998025,-0.062822,-3.078729,-5.482092
0.010,-1.000000,0.000030,3.141563,-6.282663
0.011,-0.998388,0.056757,3.084805,-5.343033
0.010,-0.992847,0.119395,3.021912,-6.282005
0.010,-0.984205,0.177034,2.963621,-5.688744
0.010,-0.972933,0.231087,2.908397,-5.518436
0.011,-0.957818,0.287376,2.850106,-5.482584
0.011,-0.942050,0.335473,2.799485,-4.764587
0.011,-0.923868,0.382711,2.748863,-4.759655
0.011,-0.902660,0.430354,2.696708,-4.908375
0.010,-0.886209,0.463286,2.659893,-3.679950
0.010,-0.867031,0.498254,2.620009,-3.985708
0.011,-0.850534,0.525921,2.587795,-3.032208
0.010,-0.834001,0.551763,2.557116,-3.066572
0.010,-0.818450,0.574578,2.529504,-2.663855
0.010,-0.807735,0.589545,2.511097,-1.839898
0.010,-0.801358,0.598185,2.500359,-1.073554
0.010,-0.795819,0.605535,2.491155,-0.920286
0.011,-0.794889,0.606755,2.489621,-0.144334
0.011,-0.793957,0.607974,2.488087,-0.144482
0.010,-0.795819,0.605535,2.491155,0.306795
0.010,-0.805923,0.592021,2.508029,1.686801
0.011,-0.814019,0.580839,2.521834,1.300021
0.010,-0.825439,0.564491,2.541776,1.992853
0.010,-0.839044,0.544064,2.566320,2.395443
0.010,-0.855338,0.518070,2.596999,3.067183
0.011,-0.875315,0.483553,2.636883,3.753815
0.010,-0.893211,0.449638,2.675233,3.832489
0.011,-0.911062,0.412269,2.716650,3.896233
0.011,-0.931873,0.362784,2.770339,5.054983
0.010,-0.948065,0.318076,2.817893,4.751188
0.011,-0.962945,0.269697,2.868514,4.760953
0.011,-0.977348,0.211641,2.928339,5.632041
0.010,-0.987779,0.155858,2.985097,5.438308
0.011,-0.995622,0.093466,3.047990,5.945086
0.011,-0.999430,0.033771,3.107815,5.626740
0.011,-0.999576,-0.029111,-3.112477,5.916574
0.011,-0.995484,-0.094934,-3.046516,6.201877
0.011,-0.988262,-0.152768,-2.988225,5.485705
0.011,-0.977684,-0.210083,-2.929933,5.482608
0.011,-0.965402,-0.260765,-2.877778,4.906988
0.011,-0.949538,-0.313653,-2.822555,5.194841
0.010,-0.932450,-0.361298,-2.771933,5.058952
0.010,-0.915461,-0.402407,-2.727448,4.339896
0.010,-0.897338,-0.441344,-2.684496,4.291668
0.011,-0.879026,-0.476773,-2.644613,3.754876
0.011,-0.863215,-0.504837,-2.612399,3.032187
0.010,-0.847323,-0.531079,-2.581720,3.066873
0.010,-0.833187,-0.552992,-2.555642,2.607221
0.010,-0.821994,-0.569496,-2.535700,1.992056
0.011,-0.812268,-0.583284,-2.518826,1.590123
0.010,-0.804138,-0.594442,-2.505021,1.380128
0.011,-0.798633,-0.601818,-2.495817,0.866156
0.010,-0.801394,-0.598137,-2.500419,-0.443263
0.011,-0.801394,-0.598137,-2.500419,0.000000
0.011,-0.810475,-0.585774,-2.515759,-1.444370
0.010,-0.817602,-0.575784,-2.528030,-1.226668
0.011,-0.828062,-0.560637,-2.546438,-1.731241
0.011,-0.841571,-0.540146,-2.570982,-2.311073
0.011,-0.856954,-0.515392,-2.600127,-2.744291
0.010,-0.873856,-0.486184,-2.633875,-3.374099
0.011,-0.890462,-0.455057,-2.669157,-3.319937
0.010,-0.909818,-0.415007,-2.713642,-4.336062
0.011,-0.926222,-0.376980,-2.755059,-3.899584
0.011,-0.945117,-0.326732,-2.808749,-5.050678
0.010,-0.959580,-0.281436,-2.856302,-4.753562
0.011,-0.973651,-0.228043,-2.911525,-5.191419
0.011,-0.985544,-0.169421,-2.971351,-5.630957
0.011,-0.994078,-0.108668,-3.032710,-5.771923
0.010,-0.998642,-0.052102,-3.089467,-5.672675
0.011,-0.999999,0.001564,3.140029,-5.050683
0.010,-0.998021,0.062882,3.078669,-6.128414
0.010,-0.992847,0.119395,3.021912,-5.470252
0.010,-0.984205,0.177034,2.963621,-5.825843
0.010,-0.974333,0.225113,2.914533,-4.905799
0.011,-0.959130,0.282965,2.854708,-5.629875
0.010,-0.944090,0.329687,2.805621,-4.906782
0.011,-0.925038,0.379875,2.751931,-5.053079
0.010,-0.909793,0.415062,2.713582,-3.831725
0.011,-0.888331,0.459203,2.664495,-4.615495
0.011,-0.873080,0.487576,2.632281,-3.034779
0.010,-0.854542,0.519382,2.595465,-3.678526
0.010,-0.839877,0.542776,2.567854,-2.694273
0.010,-0.825439,0.564491,2.541776,-2.606699
0.011,-0.816683,0.577086,2.526436,-1.444508
0.010,-0.807735,0.589545,2.511097,-1.533727
0.010,-0.804103,0.594491,2.504961,-0.613469
0.011,-0.802275,0.596955,2.501893,-0.288909
0.010,-0.802275,0.596955,2.501893,0.000000
0.011,-0.806830,0.590784,2.509563,0.722344
0.010,-0.812233,0.583333,2.518767,0.920192
0.010,-0.823703,0.567021,2.538708,1.921744
0.010,-0.833153,0.553042,2.555582,1.686967
0.011,-0.847291,0.531130,2.581660,2.455252
0.010,-0.863184,0.504889,2.612339,3.066880
0.011,-0.881907,0.471423,2.650689,3.608151
0.011,-0.902660,0.430354,2.696708,4.329269
0.011,-0.917889,0.396838,2.733524,3.461936
0.010,-0.935173,0.354192,2.779543,4.600334
0.011,-0.952833,0.303496,2.833233,5.056887
0.010,-0.967359,0.253411,2.885388,5.212617
0.010,-0.979564,0.201134,2.939077,5.235993
0.010,-0.989172,0.146760,2.994301,5.516781
0.010,-0.996042,0.088884,3.052592,5.824049
0.011,-0.999321,0.036837,3.104747,4.910687
0.011,-0.999620,-0.027578,-3.114011,6.058403
0.011,-0.996182,-0.087296,-3.054186,5.629389
0.010,-0.990062,-0.140629,-3.000496,5.364736
0.010,-0.980491,-0.196565,-2.943739,5.672107
0.011,-0.968147,-0.250384,-2.888516,5.197796
0.010,-0.954695,-0.297587,-2.839428,4.900877
0.010,-0.937349,-0.348390,-2.785739,5.176872
0.011,-0.921526,-0.388317,-2.742788,4.041257
0.011,-0.902686,-0.430299,-2.696768,4.330924
0.010,-0.886946,-0.461873,-2.661487,3.526027
0.010,-0.870102,-0.492872,-2.626205,3.527431
0.011,-0.854574,-0.519330,-2.595526,2.887297
0.011,-0.838241,-0.545300,-2.564846,2.887590
0.010,-0.828921,-0.559366,-2.547972,1.686460
0.010,-0.819365,-0.573273,-2.531098,1.687284
0.010,-0.812268,-0.583284,-2.518826,1.201564
0.010,-0.809575,-0.587016,-2.514225,0.458909
0.011,-0.807770,-0.589497,-2.511157,0.288723
0.010,-0.808674,-0.588257,-2.512691,-0.153281
0.011,-0.814054,-0.580790,-2.521894,-0.867378
0.010,-0.820243,-0.572015,-2.532632,-1.073338
0.010,-0.832337,-0.554269,-2.554108,-2.145246
0.011,-0.842399,-0.538855,-2.572516,-1.734199
0.011,-0.858532,-0.512761,-2.603195,-2.885415
0.011,-0.875344,-0.483501,-2.636943,-3.177124
0.010,-0.891159,-0.453690,-2.670691,-3.253424
0.010,-0.907899,-0.419190,-2.709040,-3.833233
0.010,-0.925061,-0.379819,-2.751992,-4.293409
0.011,-0.942070,-0.335417,-2.799545,-4.473917
0.010,-0.957393,-0.288788,-2.848632,-4.904332
0.011,-0.971146,-0.238485,-2.900788,-4.903735
0.011,-0.983391,-0.181502,-2.959079,-5.491393
0.010,-0.991910,-0.126947,-3.014302,-5.518987
0.010,-0.997179,-0.075064,-3.066458,-5.212120
0.010,-0.999858,-0.016843,-3.124749,-5.822932
0.010,-0.999141,0.041436,3.100145,-5.686506
0.010,-0.995478,0.094994,3.046456,-5.366369
0.010,-0.988486,0.151311,2.989699,-5.672652
0.011,-0.978311,0.207141,2.932941,-5.340518
0.011,-0.964582,0.263784,2.874650,-5.483662
0.010,-0.951426,0.307878,2.828631,-4.599365
0.010,-0.936255,0.351321,2.782611,-4.598951
0.010,-0.917279,0.398245,2.731990,-5.058976
0.011,-0.901999,0.431738,2.695174,-3.467156
0.010,-0.885497,0.464645,2.658359,-3.680685
0.010,-0.867031,0.498254,2.620009,-3.695442
0.010,-0.850534,0.525921,2.587795,-3.219523
0.011,-0.839044,0.544064,2.566320,-2.021476
0.010,-0.826304,0.563224,2.543310,-2.300316
0.011,-0.818450,0.574578,2.529504,-1.299699
0.010,-0.809540,0.587065,2.514165,-1.533879
0.010,-0.805923,0.592021,2.508029,-0.613466
0.011,-0.805923,0.592021,2.508029,0.000000
0.010,-0.808639,0.588306,2.512631,0.460148
0.010,-0.814909,0.579589,2.523368,1.051529
0.010,-0.823703,0.567021,2.538708,1.528120
0.011,-0.833153,0.553042,2.555582,1.587602
0.011,-0.848104,0.529829,2.583194,2.599155
0.011,-0.862409,0.506213,2.610805,2.597934
0.011,-0.879728,0.475477,2.646087,3.321810
0.010,-0.895271,0.445523,2.679835,3.373453
0.010,-0.914818,0.403866,2.725854,4.600286
0.011,-0.931873,0.362784,2.770339,4.182738
0.011,-0.948065,0.318076,2.817893,4.479423
0.010,-0.963358,0.268220,2.870048,5.023257
0.010,-0.975358,0.220627,2.919135,4.905802
0.011,-0.986303,0.164943,2.975893,5.341524
0.010,-0.993733,0.111777,3.029582,5.365785
0.011,-0.998868,0.047566,3.094009,6.061269
0.010,-0.999995,-0.003038,-3.138555,5.059996
0.010,-0.998303,-0.058228,-3.083331,5.519516
0.010,-0.993568,-0.113241,-3.028108,5.517310
0.011,-0.984754,-0.173954,-2.966749,5.774096
0.010,-0.975371,-0.220568,-2.919195,4.751638
0.010,-0.960865,-0.277017,-2.860904,5.683726
0.011,-0.946115,-0.323831,-2.811817,4.617714
0.011,-0.930778,-0.365585,-2.767331,4.185473
0.011,-0.911087,-0.412214,-2.716710,4.764136
0.011,-0.894613,-0.446842,-2.678360,3.608130
0.010,-0.880485,-0.474074,-2.647681,3.066874
0.011,-0.864759,-0.502186,-2.615467,3.032759
0.010,-0.850565,-0.525870,-2.587856,2.759719
0.011,-0.836564,-0.547869,-2.561778,2.454557
0.010,-0.828062,-0.560637,-2.546438,1.477344
0.010,-0.820243,-0.572015,-2.532632,1.380521
0.011,-0.813162,-0.582038,-2.520360,1.156387
0.011,-0.812268,-0.583284,-2.518826,0.144374
0.011,-0.814944,-0.579540,-2.523428,-0.432799
0.011,-0.819365,-0.573273,-2.531098,-0.722207
0.011,-0.828921,-0.559366,-2.547972,-1.588480
0.010,-0.836564,-0.547869,-2.561778,-1.380265
0.010,-0.846507,-0.532378,-2.580186,-1.840676
0.011,-0.862439,-0.506161,-2.610865,-2.887864
0.010,-0.877560,-0.479468,-2.641545,-2.991191
0.011,-0.892547,-0.450954,-2.673759,-3.034208
0.010,-0.908541,-0.417797,-2.710574,-3.677399
0.011,-0.925061,-0.379819,-2.751992,-3.898848
0.011,-0.942583,-0.333972,-2.801079,-4.619862
0.010,-0.958275,-0.285849,-2.851700,-5.057969
0.011,-0.970779,-0.239974,-2.899254,-4.476024
0.010,-0.982545,-0.186026,-2.954477,-5.515679
0.011,-0.991112,-0.133031,-3.008166,-5.049252
0.011,-0.997179,-0.075064,-3.066458,-5.489841
0.010,-0.999770,-0.021444,-3.120147,-5.233950
0.010,-0.999321,0.036837,3.104747,-5.824079
0.011,-0.995478,0.094994,3.046456,-5.485728
0.010,-0.988946,0.148277,2.992767,-5.365249
0.010,-0.979564,0.201134,2.939077,-5.366369
0.010,-0.967746,0.251927,2.886922,-5.212142
0.010,-0.954219,0.299108,2.837835,-4.904773
0.011,-0.939973,0.341247,2.793349,-4.187467
0.011,-0.922097,0.386959,2.744262,-4.620321
0.010,-0.905934,0.423418,2.704378,-3.890432
0.010,-0.889736,0.456476,2.667563,-3.679580
0.011,-0.872331,0.488915,2.630747,-3.463894
0.010,-0.857713,0.514129,2.601601,-2.913572
0.011,-0.844016,0.536318,2.575524,-2.454795
0.011,-0.832304,0.554319,2.554048,-2.021666
0.010,-0.826304,0.563224,2.543310,-1.073232
0.011,-0.817567,0.575833,2.527970,-1.443969
0.011,-0.815797,0.578339,2.524902,-0.288773
0.010,-0.815797,0.578339,2.524902,0.000000
0.010,-0.816683,0.577086,2.526436,0.149687
0.011,-0.821960,0.569545,2.535640,0.866642
0.010,-0.831453,0.555595,2.552514,1.687307
0.010,-0.842366,0.538905,2.572456,1.993247
0.011,-0.852945,0.522001,2.592397,1.876930
0.011,-0.868556,0.495591,2.623077,2.887865
0.010,-0.885497,0.464645,2.658359,3.527079
0.010,-0.900670,0.434503,2.692106,3.373067
0.011,-0.919102,0.394020,2.736592,4.186679
0.010,-0.934628,0.355626,2.778009,4.138508
0.010,-0.949999,0.312253,2.824029,4.490758
0.010,-0.964582,0.263784,2.874650,5.058929
0.010,-0.975696,0.219131,2.920669,4.598492
0.011,-0.986555,0.163429,2.977427,5.343033
0.010,-0.994072,0.108728,3.032650,5.516734
0.011,-0.998717,0.050630,3.090941,5.486245
0.010,-0.999999,-0.001504,-3.140089,5.211628
0.011,-0.998120,-0.061291,-3.080263,5.627777
0.011,-0.992670,-0.120858,-3.020438,5.628836
0.011,-0.984486,-0.175465,-2.965215,5.089949
0.010,-0.974000,-0.226549,-2.913059,5.199642
0.010,-0.962130,-0.272592,-2.865506,4.752111
0.010,-0.948571,-0.316565,-2.819487,4.598493
0.010,-0.933004,-0.359867,-2.773467,4.598927
0.011,-0.916077,-0.401002,-2.728982,4.189440
0.011,-0.900029,-0.435830,-2.690632,3.608130
0.010,-0.884811,-0.465950,-2.656885,3.373790
0.010,-0.870102,-0.492872,-2.626205,3.066568
0.010,-0.857744,-0.514077,-2.601661,2.453617
0.010,-0.844870,-0.534972,-2.577118,2.366795
0.010,-0.834879,-0.550433,-2.558710,1.839570
0.011,-0.828921,-0.559366,-2.547972,1.011367
0.010,-0.823737,-0.566971,-2.538768,0.920382
0.010,-0.820243,-0.572015,-2.532632,0.613445
0.011,-0.821994,-0.569496,-2.535700,-0.288674
0.011,-0.825473,-0.564442,-2.541836,-0.577822
0.010,-0.830633,-0.556820,-2.551040,-0.919645
0.011,-0.839910,-0.542726,-2.567914,-1.588949
0.011,-0.851371,-0.524564,-2.589390,-2.022046
0.010,-0.862439,-0.506161,-2.610865,-2.093199
0.011,-0.877560,-0.479468,-2.641545,-2.888114
0.011,-0.892547,-0.450954,-2.673759,-3.032208
0.010,-0.907899,-0.419190,-2.709040,-3.526705
0.011,-0.925642,-0.378400,-2.753525,-4.182740
0.011,-0.942070,-0.335417,-2.799545,-4.331739
0.011,-0.957393,-0.288788,-2.848632,-4.619454
0.011,-0.970779,-0.239974,-2.899254,-4.761423
0.011,-0.981970,-0.189039,-2.951409,-4.908837
0.010,-0.991515,-0.129989,-3.011234,-5.736856
0.011,-0.996944,-0.078123,-3.063390,-4.926908
0.011,-0.999831,-0.018377,-3.123215,-5.630450
0.011,-0.999141,0.041436,3.100145,-5.627254
0.010,-0.996042,0.088884,3.052592,-4.753562
0.010,-0.989172,0.146760,2.994301,-5.825796
0.011,-0.979871,0.199631,2.940611,-5.051651
0.010,-0.967359,0.253411,2.885388,-5.517886
0.011,-0.954219,0.299108,2.837835,-4.472212
0.011,-0.939973,0.341247,2.793349,-4.188650
0.010,-0.924454,0.381294,2.750397,-4.185434
0.011,-0.905934,0.423418,2.704378,-4.330947
0.011,-0.891132,0.453744,2.670631,-3.176501
0.010,-0.873827,0.486236,2.633815,-3.679626
0.011,-0.859286,0.511495,2.604669,-2.745062
0.010,-0.847291,0.531130,2.581660,-2.300549
0.011,-0.837371,0.546635,2.563252,-1.732566
0.010,-0.829744,0.558144,2.549446,-1.380130
0.010,-0.823703,0.567021,2.538708,-1.073766
0.011,-0.820209,0.572064,2.532572,-0.577552
0.010,-0.820209,0.572064,2.532572,0.000000
0.010,-0.823703,0.567021,2.538708,0.613407
0.011,-0.832304,0.554319,2.554048,1.443965
0.010,-0.838208,0.545350,2.564786,1.073236
0.011,-0.848104,0.529829,2.583194,1.734033
0.010,-0.860852,0.508856,2.607737,2.453394
0.011,-0.874572,0.484895,2.635349,2.598421
0.010,-0.891132,0.453744,2.670631,3.527432
0.010,-0.905284,0.424807,2.702844,3.219153
0.011,-0.922689,0.385544,2.745795,3.964398
0.010,-0.938393,0.345569,2.788747,4.278007
0.010,-0.953759,0.300572,2.836301,4.753563
0.010,-0.967359,0.253411,2.885388,4.906735
0.010,-0.978628,0.205640,2.934475,4.906291
0.010,-0.986555,0.163429,2.977427,4.292552
0.011,-0.994876,0.101100,3.040320,5.918216
0.011,-0.998868,0.047566,3.094009,5.052602
0.010,-0.999981,-0.006106,-3.135487,5.366375
0.010,-0.997927,-0.064353,-3.077195,5.824655
0.010,-0.993910,-0.110192,-3.031176,4.430614
0.011,-0.985544,-0.169421,-2.971351,5.630979
0.011,-0.974690,-0.223560,-2.916127,5.194350
0.011,-0.962547,-0.271116,-2.867040,4.620298
0.011,-0.947104,-0.320927,-2.814885,4.905606
0.011,-0.931895,-0.362728,-2.770399,4.185865
0.011,-0.916077,-0.401002,-2.728982,3.894813
0.011,-0.901362,-0.433067,-2.693700,3.322104
0.011,-0.887653,-0.460512,-2.663021,2.888406
0.010,-0.870857,-0.491537,-2.627739,3.524969
0.010,-0.857744,-0.514077,-2.601661,2.544355
0.010,-0.848948,-0.528477,-2.584788,1.686627
0.011,-0.839910,-0.542726,-2.567914,1.589695
0.010,-0.831486,-0.555545,-2.552574,1.533620
0.010,-0.828921,-0.559366,-2.547972,0.460191
0.010,-0.828062,-0.560637,-2.546438,0.153386
0.011,-0.827201,-0.561906,-2.544904,0.144373
0.010,-0.832337,-0.554269,-2.554108,-0.920099
0.011,-0.840742,-0.541437,-2.569448,-1.444373
0.011,-0.848136,-0.529778,-2.583254,-1.249700
0.011,-0.860101,-0.510124,-2.606263,-2.173411
0.011,-0.872361,-0.488863,-2.630807,-2.310835
0.011,-0.889062,-0.457787,-2.666089,-3.322127
0.010,-0.902686,-0.430299,-2.696768,-3.065037
0.011,-0.917913,-0.396783,-2.733584,-3.466152
0.011,-0.934103,-0.357003,-2.776535,-4.040120
0.011,-0.950495,-0.310739,-2.825623,-4.618994
0.010,-0.963374,-0.268162,-2.870108,-4.447088
0.011,-0.976376,-0.216078,-2.923797,-5.050679
0.010,-0.986059,-0.166396,-2.974419,-4.936071
0.011,-0.993568,-0.113241,-3.028108,-5.052602
0.011,-0.998391,-0.056697,-3.084865,-5.336978
0.011,-1.000000,0.000030,3.141563,-5.341507
0.011,-0.998388,0.056757,3.084805,-5.334993
0.011,-0.994237,0.107203,3.034184,-4.765931
0.010,-0.987297,0.158888,2.982029,-5.212096
0.011,-0.976363,0.216136,2.923737,-5.486761
0.010,-0.965387,0.260823,2.877718,-4.598952
0.010,-0.952833,0.303496,2.833233,-4.446153
0.010,-0.936793,0.349884,2.784145,-4.786637
0.011,-0.922097,0.386959,2.744262,-3.754170
0.010,-0.905934,0.423418,2.704378,-3.986507
0.010,-0.891132,0.453744,2.670631,-3.371719
0.011,-0.876794,0.480866,2.639951,-2.889223
0.010,-0.863184,0.504889,2.612339,-2.760821
0.011,-0.851339,0.524615,2.589329,-2.166048
0.011,-0.843192,0.537612,2.573990,-1.443152
0.011,-0.834001,0.551763,2.557116,-1.587753
0.010,-0.832304,0.554319,2.554048,-0.299517
0.011,-0.827167,0.561956,2.544844,-0.866073
